"","age","workclass","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income_class"
"6915",67,"Private",5,"Not-Married","Blue-Collar","Not-in-family","White","Female",2050,0,40,"United-States","<=50K"
"6960",69,"Private",9,"Widowed","Blue-Collar","Unmarried","White","Male",2538,0,40,"United-States","<=50K"
"6961",32,"Private",9,"Married","Sales","Husband","White","Male",7298,0,40,"United-States",">50K"
"6966",32,"Private",15,"Married","Professional","Husband","White","Male",3908,0,40,"United-States","<=50K"
"6980",63,"Private",10,"Married","Blue-Collar","Husband","White","Male",10566,0,45,"United-States","<=50K"
"6986",55,"Other-Govt",13,"Married","Admin","Husband","White","Male",7688,0,38,"United-States",">50K"
"6989",63,"Private",13,"Married","Professional","Wife","White","Female",7688,0,36,"United-States",">50K"
"6993",31,"Private",12,"Married","Sales","Husband","White","Male",4386,0,45,"United-States",">50K"
"6995",58,"Other-Govt",9,"Married","White-Collar","Husband","White","Male",7298,0,40,"United-States",">50K"
"6999",18,"Private",7,"Never-Married","Service","Own-child","White","Male",1055,0,20,"United-States","<=50K"
"7007",56,"Private",9,"Married","Blue-Collar","Husband","White","Male",3103,0,40,"United-States",">50K"
"7022",44,"Other-Govt",14,"Married","Professional","Husband","White","Male",7688,0,50,"United-States",">50K"
"7030",52,"Private",10,"Married","Blue-Collar","Husband","White","Male",15024,0,60,"British-Commonwealth",">50K"
"7035",58,"Private",13,"Married","Sales","Husband","White","Male",15024,0,40,"United-States",">50K"
"7052",30,"Private",14,"Married","Admin","Husband","White","Male",4386,0,40,"United-States",">50K"
"7084",38,"Other-Govt",13,"Married","Professional","Wife","White","Female",7688,0,40,"United-States",">50K"
"7106",46,"Private",14,"Not-Married","Professional","Unmarried","White","Female",6497,0,50,"United-States","<=50K"
"7118",47,"Private",9,"Married","Sales","Husband","White","Male",7298,0,45,"United-States",">50K"
"7156",52,"Private",14,"Not-Married","Professional","Unmarried","White","Male",15020,0,50,"United-States",">50K"
"7164",39,"Private",15,"Married","Professional","Wife","White","Female",7688,0,60,"United-States",">50K"
"7199",64,"Other-Govt",9,"Married","Blue-Collar","Husband","White","Male",3137,0,40,"United-States","<=50K"
"7211",63,"Private",9,"Married","Admin","Husband","Asian","Male",2105,0,40,"SE-Asia","<=50K"
"7258",40,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",3411,0,40,"United-States","<=50K"
"7273",49,"Other-Govt",13,"Married","Other-Occupations","Husband","Black","Male",15024,0,40,"United-States",">50K"
"7275",47,"Self-Employed",9,"Married","White-Collar","Husband","White","Male",2885,0,32,"United-States","<=50K"
"7297",31,"Other-Govt",16,"Married","White-Collar","Husband","White","Male",7298,0,55,"United-States",">50K"
"7352",37,"Private",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",14344,0,40,"United-States",">50K"
"7376",39,"Other-Govt",9,"Never-Married","Other-Occupations","Own-child","Amer-Indian","Male",4650,0,48,"United-States","<=50K"
"7386",25,"Private",13,"Never-Married","Blue-Collar","Own-child","White","Male",27828,0,50,"United-States",">50K"
"7390",29,"Private",13,"Married","Blue-Collar","Husband","White","Male",3411,0,45,"United-States","<=50K"
"7395",20,"Private",9,"Married","Blue-Collar","Husband","White","Male",3781,0,35,"United-States","<=50K"
"7405",24,"Self-Employed",9,"Never-Married","Service","Not-in-family","Black","Male",13550,0,50,"United-States",">50K"
"7410",44,"Private",13,"Married","Professional","Husband","White","Male",7688,0,40,"United-States",">50K"
"7417",46,"Private",9,"Married","Blue-Collar","Husband","White","Male",15024,0,44,"United-States",">50K"
"7419",47,"Self-Employed",14,"Married","White-Collar","Husband","White","Male",15024,0,50,"United-States",">50K"
"7439",36,"Private",3,"Married","Blue-Collar","Husband","White","Male",7298,0,40,"Latin-America",">50K"
"7442",36,"Private",9,"Married","Blue-Collar","Husband","White","Male",7298,0,60,"United-States",">50K"
"7443",24,"Private",12,"Never-Married","Blue-Collar","Not-in-family","White","Male",2354,0,40,"United-States","<=50K"
"7461",54,"Other-Govt",14,"Married","Admin","Husband","White","Male",7298,0,40,"United-States",">50K"
"7463",29,"Other-Govt",9,"Married","Service","Wife","White","Female",2635,0,40,"United-States","<=50K"
"7475",39,"Private",10,"Never-Married","Admin","Own-child","White","Female",2174,0,45,"United-States","<=50K"
"7498",47,"Self-Employed",13,"Married","Sales","Husband","White","Male",15024,0,60,"United-States",">50K"
"7501",35,"Self-Employed",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",4101,0,60,"United-States","<=50K"
"7507",32,"Private",9,"Married","Blue-Collar","Husband","White","Male",3781,0,40,"United-States","<=50K"
"7544",41,"Other-Govt",14,"Not-Married","Professional","Unmarried","White","Female",7430,0,36,"United-States",">50K"
"7572",51,"Private",13,"Not-Married","White-Collar","Not-in-family","White","Male",14084,0,50,"United-States",">50K"
"7617",39,"Private",7,"Married","Service","Husband","Black","Male",2635,0,37,"United-States","<=50K"
"7625",43,"Federal-Govt",13,"Married","Admin","Husband","White","Male",7298,0,40,"United-States",">50K"
"7655",38,"Federal-Govt",13,"Married","Professional","Husband","White","Male",4064,0,40,"United-States","<=50K"
"7659",43,"Private",9,"Not-Married","Service","Not-in-family","White","Female",4101,0,40,"United-States","<=50K"
"7680",37,"Private",11,"Married","Admin","Husband","White","Male",7688,0,40,"United-States",">50K"
"7685",32,"Private",10,"Married","White-Collar","Husband","White","Male",3464,0,40,"United-States","<=50K"
"7693",26,"Other-Govt",14,"Never-Married","Professional","Not-in-family","White","Female",2174,0,40,"United-States","<=50K"
"7695",37,"Self-Employed",10,"Married","White-Collar","Husband","White","Male",3103,0,50,"United-States",">50K"
"7697",40,"Private",10,"Not-Married","Blue-Collar","Unmarried","White","Male",4934,0,47,"United-States",">50K"
"7710",37,"Private",13,"Never-Married","Professional","Not-in-family","White","Male",10520,0,40,"United-States",">50K"
"7715",47,"Other-Govt",14,"Married","Professional","Husband","White","Male",7688,0,60,"United-States",">50K"
"7717",58,"Self-Employed",9,"Married","Service","Husband","White","Male",7688,0,55,"United-States",">50K"
"7720",69,"Private",10,"Widowed","Admin","Not-in-family","White","Female",2050,0,24,"United-States","<=50K"
"7776",36,"Self-Employed",10,"Married","Blue-Collar","Husband","White","Male",3456,0,8,"United-States","<=50K"
"7828",29,"Self-Employed",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",2202,0,50,"United-States","<=50K"
"7835",41,"Private",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",13550,0,44,"United-States",">50K"
"7837",26,"Private",6,"Never-Married","Admin","Not-in-family","White","Female",2907,0,40,"United-States","<=50K"
"7852",36,"Other-Govt",9,"Married","Professional","Husband","White","Male",15024,0,40,"United-States",">50K"
"7865",36,"Private",9,"Married","Blue-Collar","Husband","White","Male",3908,0,55,"United-States","<=50K"
"7879",37,"Other-Govt",10,"Married","Other-Occupations","Wife","White","Female",7298,0,36,"United-States",">50K"
"7901",40,"Private",9,"Married","Blue-Collar","Wife","Black","Female",3464,0,20,"United-States","<=50K"
"7903",35,"Private",13,"Married","Professional","Wife","White","Female",7298,0,8,"United-States",">50K"
"7907",39,"Self-Employed",13,"Married","White-Collar","Husband","White","Male",7298,0,40,"United-States",">50K"
"7963",31,"Private",8,"Never-Married","Sales","Not-in-family","White","Male",4650,0,50,"United-States","<=50K"
"7969",58,"Private",10,"Married","White-Collar","Husband","White","Male",7688,0,45,"United-States",">50K"
"7975",35,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",3103,0,40,"United-States",">50K"
"7977",34,"Private",14,"Married","Professional","Husband","White","Male",7688,0,55,"United-States",">50K"
"7978",67,"Other-Govt",15,"Married","Professional","Husband","White","Male",6418,0,10,"United-States",">50K"
"7981",34,"Federal-Govt",13,"Never-Married","White-Collar","Unmarried","Asian","Male",1471,0,40,"SE-Asia","<=50K"
"7992",37,"Private",13,"Not-Married","Professional","Unmarried","White","Female",4934,0,32,"United-States",">50K"
"8011",41,"Other-Govt",9,"Married","Admin","Husband","White","Male",3464,0,40,"United-States","<=50K"
"8041",51,"Private",16,"Not-Married","Blue-Collar","Not-in-family","White","Female",4787,0,60,"United-States",">50K"
"8052",38,"Federal-Govt",13,"Married","Sales","Husband","White","Male",7688,0,42,"United-States",">50K"
"8058",36,"Private",9,"Married","Blue-Collar","Husband","White","Male",3464,0,30,"United-States","<=50K"
"8059",50,"Federal-Govt",7,"Never-Married","Sales","Not-in-family","Black","Female",3674,0,40,"United-States","<=50K"
"8070",57,"Private",3,"Married","Blue-Collar","Husband","White","Male",7298,0,84,"United-States",">50K"
"8114",31,"Private",9,"Married","Professional","Husband","White","Male",5178,0,45,"United-States",">50K"
"8121",44,"Private",6,"Married","Blue-Collar","Husband","White","Male",4386,0,60,"United-States","<=50K"
"8147",23,"Private",9,"Married","Blue-Collar","Own-child","White","Female",2105,0,40,"United-States","<=50K"
"8161",29,"Private",13,"Married","Blue-Collar","Husband","Black","Male",4386,0,80,"United-States",">50K"
"8168",53,"Other-Govt",14,"Never-Married","White-Collar","Not-in-family","White","Female",14344,0,50,"United-States",">50K"
"8175",63,"Self-Employed",15,"Married","Professional","Husband","White","Male",15024,0,50,"United-States",">50K"
"8178",39,"Private",9,"Married","Blue-Collar","Husband","White","Male",7298,0,40,"United-States",">50K"
"8189",43,"Private",10,"Married","Admin","Husband","White","Male",5013,0,40,"United-States","<=50K"
"8194",34,"Private",11,"Married","Professional","Husband","White","Male",3103,0,60,"United-States",">50K"
"8214",37,"Private",14,"Married","White-Collar","Husband","White","Male",15024,0,45,"United-States",">50K"
"8224",48,"Private",13,"Married","Sales","Husband","White","Male",4386,0,50,"United-States",">50K"
"8233",26,"Other-Govt",13,"Never-Married","Professional","Not-in-family","White","Female",4865,0,35,"United-States","<=50K"
"8252",49,"Other-Govt",14,"Not-Married","Professional","Unmarried","Black","Female",7430,0,40,"United-States",">50K"
"8267",46,"Private",13,"Married","White-Collar","Husband","White","Male",15024,0,40,"United-States",">50K"
"8312",69,"Private",9,"Widowed","Admin","Not-in-family","White","Female",1848,0,40,"United-States","<=50K"
"8315",54,"Other-Govt",9,"Not-Married","Admin","Unmarried","Black","Female",3887,0,35,"United-States","<=50K"
"8317",64,"Other-Govt",9,"Married","Blue-Collar","Husband","White","Male",3471,0,40,"United-States","<=50K"
"8349",51,"Private",9,"Married","Blue-Collar","Husband","White","Male",4386,0,40,"United-States",">50K"
"8352",61,"Private",10,"Married","Admin","Husband","White","Male",7688,0,40,"United-States",">50K"
"8354",26,"Private",13,"Never-Married","Blue-Collar","Not-in-family","White","Male",3325,0,40,"United-States","<=50K"
"8360",35,"Private",13,"Married","White-Collar","Husband","White","Male",4386,0,47,"United-States",">50K"
"8364",39,"Private",15,"Married","White-Collar","Wife","White","Female",15024,0,47,"United-States",">50K"
"8367",62,"Private",13,"Married","Professional","Husband","White","Male",3103,0,40,"United-States",">50K"
"8368",53,"Private",10,"Married","Professional","Husband","White","Male",15024,0,40,"United-States",">50K"
"8384",31,"Other-Govt",12,"Never-Married","Admin","Not-in-family","White","Female",3325,0,35,"United-States","<=50K"
"8389",35,"Other-Govt",13,"Never-Married","White-Collar","Not-in-family","Asian","Female",2977,0,45,"United-States","<=50K"
"8401",26,"Private",13,"Never-Married","Professional","Not-in-family","White","Male",13550,0,50,"United-States",">50K"
"8419",31,"Private",13,"Never-Married","Sales","Not-in-family","White","Male",4101,0,50,"United-States","<=50K"
"8438",43,"Private",13,"Married","White-Collar","Husband","White","Male",3103,0,40,"United-States",">50K"
"8447",78,"Other-Govt",9,"Married","Blue-Collar","Husband","White","Male",2228,0,32,"United-States","<=50K"
"8480",30,"Private",10,"Married","White-Collar","Husband","White","Male",15024,0,60,"United-States",">50K"
"8491",38,"Self-Employed",13,"Married","Sales","Husband","White","Male",7688,0,40,"United-States",">50K"
"8528",23,"Private",10,"Never-Married","Admin","Not-in-family","White","Female",3674,0,40,"United-States","<=50K"
"8530",70,"Other-Govt",14,"Never-Married","Professional","Unmarried","White","Female",7896,0,50,"United-States",">50K"
"8534",34,"Other-Govt",13,"Not-Married","Professional","Not-in-family","White","Male",4865,0,55,"United-States","<=50K"
"8545",33,"Private",9,"Married","Other-Occupations","Husband","White","Male",2635,0,16,"United-States","<=50K"
"8565",35,"Private",9,"Married","Blue-Collar","Husband","White","Male",2885,0,40,"United-States","<=50K"
"8566",19,"Private",10,"Never-Married","Service","Own-child","White","Female",594,0,10,"United-States","<=50K"
"8581",29,"Self-Employed",11,"Never-Married","Admin","Not-in-family","White","Female",2174,0,40,"United-States","<=50K"
"8582",51,"Self-Employed",9,"Never-Married","Blue-Collar","Not-in-family","White","Male",8614,0,40,"United-States",">50K"
"8586",38,"Private",10,"Not-Married","Admin","Unmarried","White","Female",5721,0,44,"United-States","<=50K"
"8595",28,"Private",13,"Married","White-Collar","Husband","White","Male",3103,0,40,"United-States",">50K"
"8598",32,"Federal-Govt",12,"Not-Married","Other-Occupations","Not-in-family","White","Male",2174,0,40,"United-States","<=50K"
"8607",30,"Self-Employed",9,"Not-Married","White-Collar","Not-in-family","White","Male",4650,0,40,"United-States","<=50K"
"8614",48,"Private",9,"Married","Blue-Collar","Husband","White","Male",4386,0,40,"United-States",">50K"
"8615",32,"Private",15,"Married","Sales","Husband","White","Male",15024,0,60,"United-States",">50K"
"8622",39,"Private",10,"Married","Sales","Husband","White","Male",2829,0,65,"United-States","<=50K"
"8634",23,"Private",7,"Never-Married","Blue-Collar","Own-child","Asian","Male",14344,0,40,"SE-Asia",">50K"
"8667",29,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",5178,0,40,"United-States",">50K"
"8695",80,"Self-Employed",15,"Married","Professional","Husband","White","Male",10605,0,10,"United-States",">50K"
"8700",48,"Other-Govt",14,"Not-Married","White-Collar","Unmarried","Black","Female",9562,0,40,"United-States",">50K"
"8712",67,"Self-Employed",6,"Married","Blue-Collar","Husband","White","Male",2414,0,80,"United-States","<=50K"
"8722",47,"Other-Govt",16,"Married","Professional","Husband","White","Male",15024,0,50,"United-States",">50K"
"8725",52,"Self-Employed",6,"Married","Sales","Husband","White","Male",4064,0,45,"United-States","<=50K"
"8733",22,"Private",10,"Never-Married","Service","Not-in-family","White","Male",3325,0,40,"United-States","<=50K"
"8734",25,"Private",14,"Never-Married","Professional","Own-child","White","Female",2597,0,31,"United-States","<=50K"
"8736",36,"Private",12,"Married","Blue-Collar","Husband","White","Male",2829,0,40,"United-States","<=50K"
"8742",41,"Self-Employed",13,"Married","Sales","Husband","White","Male",7688,0,45,"United-States",">50K"
"8773",39,"Private",9,"Not-Married","Service","Unmarried","Black","Female",5455,0,40,"United-States","<=50K"
"8775",36,"Private",9,"Married","Sales","Husband","White","Male",7688,0,40,"United-States",">50K"
"8782",55,"Private",13,"Married","White-Collar","Husband","White","Male",15024,0,48,"United-States",">50K"
"8790",56,"Private",9,"Not-Married","Professional","Not-in-family","White","Female",4101,0,40,"United-States","<=50K"
"8793",57,"Private",9,"Married","Blue-Collar","Husband","White","Male",15024,0,40,"United-States",">50K"
"8797",39,"Private",13,"Married","Blue-Collar","Husband","White","Male",15024,0,99,"United-States",">50K"
"8807",90,"Private",15,"Married","Professional","Husband","White","Male",20051,0,72,"United-States",">50K"
"8809",47,"Other-Govt",13,"Married","Professional","Husband","White","Male",3137,0,40,"United-States","<=50K"
"8817",35,"Private",9,"Married","White-Collar","Husband","White","Male",7688,0,50,"United-States",">50K"
"8827",41,"Private",13,"Married","White-Collar","Husband","White","Male",4386,0,50,"United-States",">50K"
"8831",69,"Self-Employed",13,"Married","White-Collar","Husband","White","Male",6418,0,45,"United-States",">50K"
"8837",37,"Other-Govt",13,"Married","Other-Occupations","Husband","White","Male",5178,0,40,"United-States",">50K"
"8855",37,"Private",9,"Married","Sales","Husband","White","Male",15024,0,60,"United-States",">50K"
"8873",53,"Federal-Govt",9,"Married","Admin","Wife","White","Female",7688,0,35,"United-States",">50K"
"8875",45,"Private",9,"Not-Married","Blue-Collar","Not-in-family","Asian","Male",10520,0,40,"United-States",">50K"
"8959",32,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",4064,0,40,"United-States","<=50K"
"8963",32,"Private",15,"Married","Professional","Wife","Asian","Female",15024,0,50,"United-States",">50K"
"8967",43,"Private",11,"Married","White-Collar","Husband","White","Male",3103,0,48,"United-States",">50K"
"8974",90,"Private",13,"Married","Sales","Husband","White","Male",9386,0,15,"United-States",">50K"
"8985",23,"Private",10,"Never-Married","Other-Occupations","Not-in-family","White","Female",4101,0,40,"United-States","<=50K"
"8988",43,"Private",9,"Married","Blue-Collar","Husband","White","Male",3908,0,40,"United-States","<=50K"
"9017",56,"Private",13,"Married","Sales","Husband","Black","Male",7688,0,45,"United-States",">50K"
"9042",50,"Private",13,"Married","Other-Occupations","Husband","White","Male",15024,0,40,"United-States",">50K"
"9060",41,"Private",15,"Married","Professional","Husband","White","Male",15024,0,50,"United-States",">50K"
"9061",24,"Private",10,"Married","Admin","Husband","White","Male",7298,0,40,"United-States",">50K"
"9063",34,"Self-Employed",15,"Married","Professional","Husband","White","Male",7688,0,60,"United-States",">50K"
"9073",37,"Self-Employed",13,"Married","White-Collar","Husband","Other","Male",7298,0,50,"Latin-America",">50K"
"9109",54,"Self-Employed",14,"Married","Sales","Husband","White","Male",4386,0,45,"United-States",">50K"
"9116",38,"Private",13,"Not-Married","White-Collar","Not-in-family","White","Male",3325,0,40,"United-States","<=50K"
"9127",68,"Private",16,"Married","Professional","Husband","White","Male",20051,0,55,"United-States",">50K"
"9137",35,"Private",10,"Married","Sales","Husband","White","Male",4064,0,40,"United-States","<=50K"
"9141",77,"Federal-Govt",14,"Married","Admin","Husband","White","Male",9386,0,6,"United-States",">50K"
"9146",44,"Other-Govt",15,"Never-Married","Professional","Not-in-family","White","Male",10520,0,40,"United-States",">50K"
"9150",21,"Private",9,"Never-Married","Sales","Own-child","White","Female",4101,0,40,"United-States","<=50K"
"9160",21,"Private",9,"Never-Married","Blue-Collar","Not-in-family","White","Male",3325,0,60,"United-States","<=50K"
"9165",72,"Private",13,"Married","Sales","Husband","White","Male",1455,0,6,"United-States","<=50K"
"9190",25,"Private",13,"Never-Married","White-Collar","Not-in-family","White","Male",4101,0,35,"United-States","<=50K"
"9212",33,"Private",11,"Married","Sales","Own-child","White","Female",7688,0,50,"United-States",">50K"
"9228",41,"Private",14,"Never-Married","Professional","Not-in-family","White","Female",27828,0,35,"United-States",">50K"
"9240",19,"Private",8,"Not-Married","Professional","Own-child","White","Female",1055,0,40,"United-States","<=50K"
"9243",41,"Private",13,"Married","Blue-Collar","Husband","White","Male",7688,0,55,"United-States",">50K"
"9245",38,"Private",12,"Never-Married","Blue-Collar","Not-in-family","Black","Female",10520,0,50,"United-States",">50K"
"9246",72,"Self-Employed",10,"Married","White-Collar","Husband","White","Male",9386,0,30,"United-States",">50K"
"9248",35,"Other-Govt",9,"Married","Blue-Collar","Husband","White","Male",7298,0,40,"United-States",">50K"
"9280",31,"Private",9,"Married","Blue-Collar","Wife","White","Female",4386,0,40,"United-States",">50K"
"9291",59,"Private",7,"Married","Service","Wife","White","Female",3908,0,28,"United-States","<=50K"
"9311",43,"Private",13,"Married","Sales","Husband","White","Male",15024,0,45,"United-States",">50K"
"9320",40,"Private",9,"Married","Admin","Husband","White","Male",2829,0,40,"United-States","<=50K"
"9349",45,"Private",13,"Married","White-Collar","Husband","White","Male",15024,0,60,"United-States",">50K"
"9375",64,"Private",10,"Married","White-Collar","Wife","White","Female",10566,0,35,"United-States","<=50K"
"9397",54,"Private",9,"Married","Sales","Husband","White","Male",4064,0,55,"United-States","<=50K"
"9431",27,"Private",9,"Married","Blue-Collar","Husband","White","Male",3908,0,35,"United-States","<=50K"
"9454",32,"Private",13,"Married","White-Collar","Husband","White","Male",7688,0,40,"United-States",">50K"
"9469",40,"Other-Govt",14,"Married","Professional","Wife","White","Female",15024,0,37,"United-States",">50K"
"9499",70,"Self-Employed",9,"Widowed","Service","Other-relative","White","Female",2329,0,20,"United-States","<=50K"
"9506",40,"Other-Govt",10,"Not-Married","Blue-Collar","Unmarried","White","Male",6849,0,40,"United-States","<=50K"
"9516",46,"Self-Employed",10,"Not-Married","White-Collar","Unmarried","White","Female",2036,0,60,"United-States","<=50K"
"9552",37,"Private",9,"Never-Married","Blue-Collar","Unmarried","White","Female",3887,0,40,"Latin-America","<=50K"
"9560",42,"Private",16,"Not-Married","Service","Not-in-family","White","Male",27828,0,60,"United-States",">50K"
"9566",36,"Self-Employed",13,"Never-Married","Sales","Not-in-family","Black","Female",2174,0,50,"United-States","<=50K"
"9597",27,"Federal-Govt",9,"Not-Married","Admin","Not-in-family","White","Male",4865,0,50,"United-States","<=50K"
"9600",43,"Other-Govt",14,"Never-Married","Other-Occupations","Not-in-family","Black","Female",8614,0,47,"United-States",">50K"
"9602",41,"Private",10,"Married","Sales","Husband","White","Male",3942,0,40,"United-States","<=50K"
"9606",22,"Private",13,"Never-Married","Blue-Collar","Not-in-family","White","Male",13550,0,55,"United-States",">50K"
"9614",55,"Private",13,"Married","Sales","Husband","White","Male",15024,0,50,"United-States",">50K"
"9618",60,"Private",10,"Not-Married","Professional","Unmarried","White","Male",3325,0,42,"United-States","<=50K"
"9624",53,"Private",11,"Not-Married","Admin","Not-in-family","Black","Female",2202,0,40,"United-States","<=50K"
"9650",39,"Private",9,"Married","White-Collar","Husband","White","Male",7298,0,40,"United-States",">50K"
"9653",44,"Private",12,"Married","White-Collar","Husband","White","Male",4386,0,45,"United-States",">50K"
"9666",41,"Private",9,"Never-Married","Blue-Collar","Own-child","White","Female",1831,0,40,"South-America","<=50K"
"9673",37,"Other-Govt",13,"Never-Married","Admin","Not-in-family","White","Female",8614,0,40,"United-States",">50K"
"9691",26,"Private",13,"Married","Sales","Wife","White","Female",5178,0,42,"United-States",">50K"
"9716",24,"Private",13,"Married","White-Collar","Wife","White","Female",7688,0,45,"United-States",">50K"
"9721",47,"Other-Govt",14,"Not-Married","Professional","Unmarried","White","Female",5455,0,45,"United-States","<=50K"
"9731",48,"Self-Employed",13,"Married","White-Collar","Husband","White","Male",7298,0,50,"United-States",">50K"
"9733",49,"Private",13,"Married","Sales","Husband","White","Male",4064,0,44,"United-States","<=50K"
"9735",35,"Private",13,"Never-Married","White-Collar","Not-in-family","White","Male",8614,0,45,"United-States",">50K"
"9750",51,"Other-Govt",15,"Never-Married","Professional","Not-in-family","White","Male",3325,0,40,"United-States","<=50K"
"9751",31,"Private",13,"Never-Married","Other-Occupations","Not-in-family","White","Male",3325,0,60,"United-States","<=50K"
"9753",38,"Private",14,"Never-Married","White-Collar","Not-in-family","White","Female",10520,0,50,"United-States",">50K"
"9762",37,"Other-Govt",9,"Married","Other-Occupations","Husband","White","Male",7688,0,35,"United-States",">50K"
"9770",57,"Private",13,"Married","Professional","Husband","White","Male",3103,0,40,"United-States",">50K"
"9784",39,"Private",9,"Never-Married","Other-Occupations","Not-in-family","White","Male",4650,0,44,"United-States","<=50K"
"9789",36,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",2885,0,40,"United-States","<=50K"
"9800",52,"Private",10,"Married","White-Collar","Husband","White","Male",7688,0,55,"United-States",">50K"
"9837",56,"Other-Govt",16,"Married","Professional","Not-in-family","Asian","Male",2885,0,40,"China","<=50K"
"9878",58,"Private",13,"Not-Married","Admin","Not-in-family","White","Female",14084,0,40,"United-States",">50K"
"9891",59,"Private",10,"Married","Blue-Collar","Husband","White","Male",15024,0,50,"United-States",">50K"
"9896",38,"Private",8,"Married","Service","Husband","White","Male",3942,0,40,"United-States","<=50K"
"9898",76,"Private",9,"Married","Sales","Husband","White","Male",1424,0,24,"United-States","<=50K"
"9908",68,"Federal-Govt",9,"Married","Admin","Husband","White","Male",1409,0,15,"United-States","<=50K"
"9909",34,"Private",13,"Married","White-Collar","Husband","White","Male",7688,0,40,"United-States",">50K"
"9921",47,"Self-Employed",13,"Never-Married","White-Collar","Not-in-family","Black","Male",10520,0,45,"United-States",">50K"
"9946",63,"Private",13,"Married","Sales","Husband","White","Male",15024,0,40,"Other",">50K"
"9952",33,"Other-Govt",9,"Never-Married","Service","Unmarried","Black","Female",1831,0,40,"United-States","<=50K"
"9965",41,"Private",9,"Widowed","White-Collar","Other-relative","White","Male",914,0,40,"United-States","<=50K"
"9973",43,"Other-Govt",14,"Not-Married","Professional","Unmarried","Black","Female",9562,0,40,"United-States",">50K"
"9974",73,"Private",9,"Married","Blue-Collar","Husband","White","Male",3471,0,40,"British-Commonwealth","<=50K"
"10034",28,"Private",9,"Not-Married","Sales","Not-in-family","Amer-Indian","Male",14084,0,40,"United-States",">50K"
"10046",20,"Private",10,"Never-Married","Service","Own-child","White","Male",2176,0,25,"United-States","<=50K"
"10083",34,"Private",13,"Married","Professional","Wife","White","Female",15024,0,36,"United-States",">50K"
"10112",29,"Private",7,"Married","Blue-Collar","Husband","White","Male",3942,0,50,"United-States","<=50K"
"10113",18,"Private",9,"Never-Married","Sales","Other-relative","White","Female",1055,0,30,"United-States","<=50K"
"10115",43,"Other-Govt",16,"Not-Married","Professional","Unmarried","White","Male",25236,0,64,"United-States",">50K"
"10123",50,"Other-Govt",14,"Married","Professional","Wife","White","Female",15024,0,40,"United-States",">50K"
"10145",51,"Self-Employed",13,"Married","White-Collar","Husband","White","Male",15024,0,40,"United-States",">50K"
"10156",59,"Private",12,"Married","Blue-Collar","Husband","White","Male",7298,0,20,"United-States",">50K"
"10171",24,"Private",13,"Married","Professional","Husband","White","Male",3908,0,40,"United-States","<=50K"
"10172",36,"Private",14,"Married","White-Collar","Husband","White","Male",15024,0,50,"United-States",">50K"
"10186",48,"Self-Employed",10,"Married","Blue-Collar","Husband","White","Male",7298,0,60,"United-States",">50K"
"10187",56,"Private",13,"Never-Married","White-Collar","Not-in-family","White","Male",14084,0,45,"United-States",">50K"
"10191",40,"Private",4,"Married","Sales","Husband","White","Male",4064,0,40,"United-States","<=50K"
"10206",29,"Private",9,"Married","Blue-Collar","Husband","White","Male",3137,0,48,"British-Commonwealth","<=50K"
"10220",54,"Private",13,"Married","White-Collar","Husband","Asian","Male",15024,0,60,"Euro_2",">50K"
"10286",39,"Private",9,"Married","Service","Wife","White","Female",5013,0,40,"United-States","<=50K"
"10287",51,"Federal-Govt",16,"Married","Professional","Husband","White","Male",4386,0,52,"United-States",">50K"
"10297",42,"Private",9,"Married","Other-Occupations","Husband","Asian","Male",15024,0,40,"United-States",">50K"
"10300",48,"Private",9,"Never-Married","Admin","Not-in-family","White","Female",2463,0,40,"United-States","<=50K"
"10304",69,"Private",12,"Not-Married","Admin","Not-in-family","White","Female",2964,0,6,"Euro_1","<=50K"
"10328",48,"Self-Employed",15,"Not-Married","Professional","Unmarried","White","Male",14084,0,63,"United-States",">50K"
"10343",61,"Private",13,"Married","White-Collar","Husband","White","Male",4386,0,15,"United-States",">50K"
"10360",32,"Private",9,"Married","Blue-Collar","Husband","White","Male",2829,0,40,"United-States","<=50K"
"10399",43,"Private",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",594,0,16,"United-States","<=50K"
"10412",67,"Private",9,"Married","Blue-Collar","Husband","White","Male",3818,0,11,"United-States","<=50K"
"10415",34,"Private",9,"Married","Blue-Collar","Husband","White","Male",3908,0,46,"United-States","<=50K"
"10448",29,"Private",13,"Never-Married","Sales","Not-in-family","White","Female",3325,0,45,"United-States","<=50K"
"10451",45,"Other-Govt",10,"Not-Married","Admin","Unmarried","Black","Female",6497,0,35,"United-States","<=50K"
"10456",65,"Private",15,"Married","Professional","Husband","White","Male",20051,0,60,"United-States",">50K"
"10466",63,"Private",7,"Married","Other-Occupations","Husband","White","Male",4386,0,37,"United-States",">50K"
